,Media,Inferior,Superior
0,17.559985637664795,16.66365539407536,18.45631588125423
1,16.23100814819336,14.89742689466229,17.56458940172443
2,15.024366998672486,13.231257565557318,16.817476431787654
3,13.603920173645019,11.497010720996217,15.71082962629382
4,12.89478840827942,10.65991246069935,15.12966435585949
5,12.032904672622681,9.614602817500282,14.45120652774508
6,11.350718450546264,8.820466089634488,13.88097081145804
7,11.024167680740357,8.568133457240924,13.48020190423979
8,10.675366306304932,8.22052801294681,13.130204599663054
9,10.43126838207245,7.895365011387157,12.967171752757743
10,10.286895823478698,7.449048730698211,13.124742916259185
11,9.998954391479492,6.816775151004395,13.181133631954589
12,9.81009590625763,6.09811813800923,13.522073674506029
13,9.607093620300294,5.443591440321027,13.77059580027956
14,9.489049315452576,5.090847609933755,13.887251020971396
15,9.263598990440368,4.574139859076149,13.953058121804588
16,9.188455367088318,4.045581904743365,14.331328829433271
17,9.237030458450317,3.0088377383592784,15.465223178541354
18,9.435344004631043,2.072173731489567,16.79851427777252
19,9.446658515930176,1.424647901564649,17.4686691302957
20,9.586305904388428,1.2555837955404634,17.917028013236393
21,9.83595814704895,1.4116328086242813,18.26028348547362
22,10.024507141113281,1.7947349850670395,18.25427929715952
23,10.205724811553955,2.2468544428091235,18.164595180298786
24,10.751069235801697,2.8034925981791865,18.69864587342421
25,11.397122526168824,3.5995451327488075,19.19469991958884
26,12.38910403251648,4.560578931077492,20.21762913395547
27,13.93143367767334,5.8829492641463474,21.979918091200332
28,16.008628177642823,8.23478372258703,23.782472632698614
29,18.455694913864136,11.19461381984496,25.71677600788331
30,21.371345806121827,14.627262319156284,28.11542929308737
31,25.117662715911866,19.108989732084392,31.12633569973934
32,28.38580255508423,23.066183142072113,33.705421968096346
33,31.38535432815552,26.613283178339117,36.15742547797192
34,33.93355884552002,29.46049785947328,38.40661983156676
35,35.78122520446777,31.409701001670502,40.15274940726505
36,36.776489448547366,32.44247757780228,41.11050131929245
37,37.45118923187256,32.9736398680663,41.92873859567882
38,37.478902626037595,32.78182107479686,42.17598417727833
39,37.02055187225342,32.12689740906187,41.91420633544497
40,36.71133117675781,31.818680596956902,41.60398175655872
41,36.50968494415283,31.823659396673467,41.1957104916322
42,35.95089416503906,31.415803414203573,40.485984915874546
43,35.452610397338866,31.01708577479441,39.88813501988332
44,34.867402172088624,30.435673616325893,39.299130727851356
45,34.17766599655151,29.76897546673893,38.58635652636409
46,33.438934898376466,29.129814622149134,37.7480551746038
47,32.909585857391356,28.681026967761454,37.13814474702126
48,32.38849086761475,27.98465044372724,36.79233129150226
49,31.774883556365968,27.38566891822385,36.164098194508085
50,31.21432695388794,26.86551302008198,35.563140887693905
51,30.644820976257325,26.59951377127079,34.690128181243864
52,30.415938091278075,26.663644875560063,34.168231306996084
53,30.102988719940186,26.554960921878553,33.65101651800182
54,29.79301052093506,26.392502411474165,33.19351863039595
55,29.80084342956543,26.524101486448018,33.07758537268284
56,30.008873176574706,26.826563500468982,33.191182852680434
57,30.235917377471925,27.123105707886385,33.34872904705747
58,30.443566131591798,27.38429185272603,33.502840410457566
59,30.59101676940918,27.558426181101698,33.623607357716665
60,30.681223011016847,27.643630067341256,33.71881595469244
61,30.63163604736328,27.534651729718874,33.728620365007686
62,29.940379238128664,26.70379710349021,33.17696137276712
63,28.754701137542725,25.340902616817715,32.168499658267734
64,27.426070880889892,24.046388064225663,30.80575369755412
65,26.12311201095581,22.87055034292273,29.375673678988893
66,25.406982898712158,22.182207194577394,28.631758602846922
67,24.842272567749024,21.53177810496927,28.15276703052878
68,24.51735019683838,21.13761838138845,27.89708201228831
69,24.50331268310547,20.978704517316864,28.027920848894077
70,24.749111080169676,21.06701117402553,28.431210986313822
71,25.08501091003418,21.24728599933264,28.922735820735717
72,25.480767917633056,21.516488061932684,29.445047773333428
73,25.563797664642333,21.50191490497082,29.625680424313845
74,25.81020059585571,21.620899354241708,29.999501837469715
75,26.32142839431763,22.02204426979619,30.620812518839067
76,26.579315090179442,22.24157970400861,30.917050476350273
77,27.126266479492188,22.581702281190328,31.670830677794047
78,27.665025329589845,22.93498087868592,32.39506978049377
79,27.974559020996093,23.194050634771052,32.755067407221134
80,28.6450777053833,23.758484273534833,33.53167113723177
81,29.40371980667114,24.491758396963107,34.315681216379176
82,29.874230098724365,25.04400946172445,34.70445073572428
83,30.17182035446167,25.313795708890755,35.02984500003258
84,30.37596015930176,25.469538067950374,35.28238225065314
85,30.504855632781982,25.519219885199576,35.49049138036439
86,30.178163146972658,25.05878032377856,35.29754597016675
87,29.396305656433107,24.09724787452298,34.69536343834323
88,28.384870624542238,22.942003345040177,33.8277379040443
89,26.960764122009277,21.457159896650058,32.4643683473685
90,25.16553888320923,19.726696181980493,30.604381584437967
91,23.651519584655762,18.37223567363656,28.930803495674965
92,22.12297248840332,16.920926675086193,27.325018301720448
93,20.675449180603028,15.476640886234907,25.87425747497115
94,19.459785079956056,14.214846879348567,24.704723280563545
95,18.369110012054442,12.979862688797905,23.75835733531098
